,Track Name,Artist Name,Popularity,Release Year,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time Signature
0,Shape of You,Ed Sheeran,87,2017,False,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4
1,Uptown Funk (feat. Bruno Mars),Mark Ronson,85,2015,True,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,4
2,Sugar,Maroon 5,60,2015,True,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493,4
3,Bad Booty,MIRA,59,2024,False,0.663,0.658,3,-7.342,0,0.0535,0.00269,0.000519,0.467,0.314,120.074,153947,4
4,Counting Stars,OneRepublic,21,2013,False,0.662,0.71,1,-4.945,0,0.0364,0.0603,0.0,0.119,0.465,121.979,257267,4
5,Flowers,Miley Cyrus,25,2023,False,0.707,0.681,0,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,200455,4
6,Roar,Katy Perry,0,2013,False,0.56,0.756,7,-4.817,0,0.0415,0.00635,1.29e-05,0.55,0.404,179.771,223546,4
7,Come With Me,MIRA,63,2023,False,0.769,0.724,3,-7.529,0,0.0575,0.0524,1.71e-06,0.148,0.534,115.045,168701,4
8,Sorry,Justin Bieber,0,2021,False,0.679,0.748,0,-3.624,0,0.0385,0.0878,0.0,0.299,0.438,100.035,200787,4
9,Thinking out Loud,Ed Sheeran,65,2013,False,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,281560,4
10,Perfect,Ed Sheeran,88,2017,False,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3
11,Out of Space,Paul Damixie,56,2024,False,0.799,0.803,3,-5.242,1,0.034,0.232,6.6e-06,0.101,0.756,119.986,142200,4
12,Daylight,David Kushner,91,2023,False,0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,212954,4
13,Dark Horse,Katy Perry,77,2013,False,0.645,0.585,6,-6.122,1,0.0513,0.00314,0.0,0.165,0.353,131.931,215672,4
14,Let Her Go,Passenger,0,2012,False,0.479,0.545,7,-7.346,1,0.0688,0.365,0.0,0.0963,0.244,74.897,252733,4
15,Dumb,Paul Damixie,57,2024,False,0.863,0.76,3,-6.68,0,0.0909,0.00253,0.0177,0.184,0.531,122.988,168902,4
16,Girls Like You,Maroon 5,53,2023,True,0.604,0.462,0,-7.053,1,0.0614,0.558,1.05e-06,0.131,0.378,60.26,215230,4
17,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,58,2015,False,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707,4
18,As It Was,Harry Styles,24,2022,False,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4
19,Hypnotised,Paul Damixie,58,2024,False,0.758,0.684,9,-7.46,0,0.0619,0.0557,0.0,0.175,0.604,119.926,139000,4
20,Hello,Adele,0,2015,False,0.471,0.431,5,-6.129,0,0.0342,0.329,0.0,0.0854,0.289,157.98,295502,4
21,Baby,Justin Bieber,51,2021,False,0.731,0.842,5,-5.358,0,0.113,0.0457,0.0,0.0988,0.473,65.027,216613,4
22,Closer,The Chainsmokers,56,2016,False,0.738,0.541,8,-5.597,1,0.0303,0.415,0.0,0.11,0.657,94.949,245507,4
23,New Rules,Dua Lipa,0,2020,False,0.762,0.7,9,-6.021,0,0.0694,0.00265,1.55e-05,0.153,0.608,116.078,209320,4
24,Houdini,Dua Lipa,92,2023,False,0.744,0.789,9,-4.876,0,0.059,0.0036,0.00144,0.0947,0.866,116.985,185918,4
25,Diamonds,Edward Maya,58,2024,False,0.747,0.958,2,-4.397,0,0.0903,0.00505,0.00673,0.22,0.0767,125.062,128640,4
26,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,75,2016,False,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,251088,4
27,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,60,2016,False,0.803,0.631,8,-4.213,1,0.0444,0.102,7.39e-06,0.0858,0.659,104.999,216575,4
28,The Lazy Song,Bruno Mars,50,2021,False,0.738,0.804,11,-3.851,1,0.0621,0.332,0.0,0.279,0.948,174.943,190213,4
29,You Got Me Like,Paul Damixie,4,2023,False,0.757,0.815,0,-7.019,1,0.0557,0.0478,0.000893,0.17,0.513,123.98,152903,4
30,Chandelier,Sia,73,2015,False,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120,5
31,Until I Found You,Stephen Sanchez,53,2022,False,0.537,0.508,10,-6.053,1,0.0289,0.729,0.0,0.18,0.231,101.198,177720,3
32,All About That Bass,Meghan Trainor,61,2014,True,0.811,0.879,9,-3.724,1,0.0514,0.0476,1.91e-06,0.109,0.962,134.064,188754,4
33,I'm Done,Paul Damixie,13,2023,False,0.679,0.622,2,-7.636,0,0.0487,0.0183,6.81e-05,0.0371,0.281,124.088,174194,4
34,Rolling in the Deep,Adele,82,2011,False,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,228093,4
35,Rude,MAGIC!,66,2013,False,0.743,0.807,1,-3.78,1,0.0364,0.0435,0.0,0.309,0.899,144.062,224773,4
36,Treat You Better,Shawn Mendes,0,2017,False,0.748,0.819,10,-4.032,0,0.198,0.13,0.0,0.111,0.792,110.645,187973,3
37,Drip,Paul Damixie,57,2023,False,0.8,0.478,9,-9.16,0,0.0739,0.0209,0.158,0.104,0.556,125.031,151040,4
38,STAY (with Justin Bieber),The Kid LAROI,83,2021,True,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,4
39,a thousand years,Christina Perri,56,2019,False,0.423,0.407,10,-7.45,1,0.0267,0.312,0.000961,0.11,0.161,139.048,285120,3
40,All of Me,John Legend,52,2018,False,0.327,0.267,8,-7.109,1,0.0326,0.914,0.0,0.136,0.332,85.328,270413,5
41,Wrinkle in Time,Smiley,57,2024,False,0.611,0.592,0,-8.009,1,0.0489,0.494,2.02e-05,0.576,0.473,145.147,211862,4
42,Love Me Like You Do,Ellie Goulding,74,2018,False,0.489,0.597,5,-6.633,0,0.0292,0.27,0.0,0.105,0.324,95.012,253520,4
43,Diamonds,Rihanna,56,2012,False,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,225147,4
44,greedy,Tate McRae,97,2023,True,0.75,0.733,6,-3.18,0,0.0319,0.256,0.0,0.114,0.844,111.018,131872,1
45,Secrets,Paul Damixie,21,2023,False,0.704,0.818,3,-5.907,0,0.0518,0.0731,0.102,0.272,0.644,124.969,160800,4
46,On The Floor (Ven a Bailar),Jennifer Lopez,0,2021,False,0.717,0.814,3,-4.638,0,0.0385,0.0759,0.00108,0.203,0.688,129.982,292187,4
47,That's What I Like,Bruno Mars,88,2016,False,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,206693,4
48,Worth It (feat. Kid Ink),Fifth Harmony,25,2015,False,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,224573,4
49,Phoenix,Naomi Prie,49,2024,False,0.593,0.793,0,-4.146,1,0.0835,0.528,0.0,0.448,0.454,99.945,149250,4
50,What Do You Mean?,Justin Bieber,1,2021,False,0.832,0.631,5,-6.19,0,0.0736,0.585,0.000892,0.0838,0.836,125.038,208543,4
51,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,92,2023,False,0.444,0.0911,0,-17.665,1,0.0307,0.959,1.05e-06,0.098,0.142,78.403,222370,4
52,Somebody That I Used To Know,Gotye,78,2011,False,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,244973,4
53,Let Me Go,Smiley,55,2024,False,0.672,0.648,3,-7.368,0,0.0322,0.179,0.000501,0.201,0.32,144.912,183724,4
54,Side To Side,Ariana Grande,78,2016,True,0.65,0.736,6,-5.84,0,0.229,0.0513,0.0,0.235,0.612,159.174,226160,4
55,Someone Like You,Adele,82,2011,False,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,285240,4
56,Dusk Till Dawn (feat. Sia),ZAYN,0,2018,False,0.247,0.472,11,-6.39,0,0.0382,0.0755,2.03e-06,0.112,0.115,179.428,267282,4
57,Walking to the Moon,Smiley,54,2023,False,0.696,0.728,7,-9.223,0,0.0504,0.277,0.0125,0.14,0.842,110.026,175636,4
58,drunk text,Henry Moodie,72,2023,False,0.382,0.401,0,-8.955,1,0.0851,0.286,0.0,0.0851,0.145,185.636,187263,3
59,Dance Monkey,Tones And I,49,2022,False,0.824,0.587,6,-6.401,0,0.0937,0.69,0.000105,0.149,0.514,98.029,209438,4
60,Hymn for the Weekend,Coldplay,83,2015,False,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,258267,4
61,Tomorrow,Smiley,8,2023,False,0.656,0.606,7,-10.2,1,0.0719,0.574,0.0,0.0594,0.469,116.124,172759,4
62,Havana (feat. Young Thug),Camila Cabello,43,2018,False,0.745,0.544,7,-4.517,0,0.0303,0.169,5.33e-05,0.12,0.422,104.985,214773,4
63,Bang Bang,Jessie J,0,2014,False,0.711,0.774,0,-3.391,0,0.0922,0.259,0.0,0.371,0.715,150.032,199387,4
64,I Ain't Worried,OneRepublic,90,2022,False,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486,4
65,Days Of Summer - Toesup Remix,Smiley,16,2023,False,0.742,0.68,1,-10.093,0,0.112,0.301,0.000655,0.339,0.469,139.99,200571,4
66,Just the Way You Are,Bruno Mars,48,2021,False,0.635,0.843,5,-5.413,1,0.0432,0.0151,0.0,0.0876,0.434,109.014,220733,4
67,Take on Me,a-ha,90,1985,False,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,225280,4
68,Cheap Thrills,Sia,70,2016,False,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,4
69,Days Of Summer,Smiley,18,2023,False,0.661,0.581,1,-8.341,0,0.0298,0.436,8.07e-05,0.113,0.292,134.976,178222,4
70,Dynamite,BTS,0,2020,False,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,4
71,UH OH! (feat. BENEE),Sub Urban,57,2022,False,0.759,0.582,9,-7.414,0,0.331,0.5,9.05e-06,0.197,0.484,150.772,133510,4
72,Bad Romance,Lady Gaga,0,2009,True,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573,4
73,The Way You Lie,OMMIEH,50,2024,False,0.736,0.679,0,-4.508,1,0.0965,0.1,5.22e-06,0.148,0.763,124.934,175200,4
74,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,73,2017,True,0.609,0.668,7,-4.284,1,0.0367,0.0552,0.0,0.167,0.811,80.924,288600,4
75,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,73,2017,True,0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,216409,4
76,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,80,2016,False,0.666,0.83,0,-5.715,1,0.0751,0.0123,0.0,0.191,0.702,113.03,236002,4
77,Monster,Naomi Prie,50,2024,False,0.74,0.702,3,-4.378,0,0.0613,0.0768,1.54e-06,0.0909,0.399,124.933,188160,4
78,"Dance The Night (From ""Barbie The Album"")",Dua Lipa,43,2023,False,0.671,0.845,11,-4.93,0,0.048,0.0207,0.0,0.329,0.775,110.056,176579,4
79,Love Yourself,Justin Bieber,0,2020,False,0.759,0.401,4,-8.999,1,0.259,0.86,0.0,0.299,0.576,100.126,232627,4
80,Just Give Me a Reason (feat. Nate Ruess),P!nk,85,2012,False,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,242733,4
81,Be My Baby,Jealous Friend,50,2024,False,0.769,0.78,4,-6.751,0,0.0459,0.259,0.0,0.211,0.804,126.011,161905,4
82,Señorita,Shawn Mendes,78,2019,False,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,190960,4
83,Say You Won't Let Go,James Arthur,57,2016,False,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,211467,4
84,Cold Heart - PNAU Remix,Elton John,84,2021,False,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735,4
85,Lonely,pizzaboys,49,2023,False,0.814,0.78,10,-8.77,0,0.263,0.11,0.0,0.269,0.432,124.993,159360,4
86,24K Magic,Bruno Mars,60,2016,False,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,225983,4
87,I'm Not The Only One,Sam Smith,85,2014,False,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,239317,4
88,Shallow,Lady Gaga,85,2018,False,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,215733,4
89,Since U're Gone,Jealous Friend,48,2024,False,0.633,0.811,0,-8.157,1,0.0332,0.222,0.000109,0.136,0.306,136.051,159154,3
90,Call Me Maybe,Carly Rae Jepsen,84,2012,False,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400,4
91,Bad Habits,Ed Sheeran,8,2021,False,0.808,0.897,11,-3.712,0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,231041,4
92,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),Taylor Swift,74,2023,False,0.602,0.648,2,-6.905,1,0.103,0.0104,0.0,0.217,0.174,170.091,199773,4
93,Lonely,PANDIT,48,2024,False,0.723,0.781,11,-6.335,0,0.0797,0.174,0.0817,0.219,0.581,143.937,138333,4
94,Stitches,Shawn Mendes,80,2015,False,0.746,0.754,1,-6.684,1,0.0676,0.0152,0.0,0.0486,0.746,149.882,206880,4
95,Burn,Ellie Goulding,47,2013,False,0.559,0.777,1,-5.031,1,0.0432,0.31,0.0,0.105,0.329,87.016,231212,4
96,Attention,Charlie Puth,0,2017,False,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,211475,4
97,Gangsta,pizzaboys,45,2024,False,0.852,0.95,8,-6.059,1,0.12,0.013,0.407,0.532,0.395,125.972,127619,4
98,golden hour,JVKE,1,2022,False,0.511,0.594,1,-4.799,0,0.0316,0.651,0.177,0.249,0.143,94.473,209260,3
99,You Belong With Me,Taylor Swift,0,2008,False,0.688,0.775,6,-4.436,1,0.0381,0.151,1.98e-05,0.104,0.469,129.969,230507,4
100,I Will Always Love You,Whitney Houston,79,1992,False,0.332,0.214,4,-12.518,1,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,271093,4
101,Come & Go,Edine,47,2024,False,0.739,0.837,10,-5.557,0,0.0394,0.0354,2.38e-06,0.384,0.471,131.934,155455,4
102,Halo,Beyoncé,76,2008,False,0.422,0.712,11,-5.907,0,0.1,0.273,0.0,0.051,0.471,78.454,261160,4
103,Never Gonna Give You Up,Rick Astley,1,1987,False,0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,213573,4
104,vampire,Olivia Rodrigo,24,2023,True,0.511,0.532,5,-5.745,1,0.056,0.169,0.0,0.311,0.322,137.827,219724,4
105,Lookin' For You,Jealous Friend,46,2024,False,0.722,0.651,10,-8.527,0,0.051,0.0976,2.04e-05,0.474,0.674,120.071,139000,4
106,7 Years,Lukas Graham,59,2016,False,0.765,0.472,10,-5.837,1,0.052,0.291,0.0,0.389,0.352,119.946,237267,4
107,Save Your Tears,The Weeknd,59,2020,True,0.684,0.817,0,-5.499,1,0.0308,0.0222,2.19e-05,0.439,0.623,118.061,215627,4
108,What Makes You Beautiful,One Direction,86,2012,False,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,199987,4
109,24/7,Edine,21,2023,False,0.644,0.764,10,-4.929,0,0.033,0.0155,0.00125,0.36,0.605,122.984,168781,4
110,Last Friday Night (T.G.I.F.),Katy Perry,74,2012,False,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,230747,4
111,Easy On Me,Adele,81,2021,False,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,224695,4
112,Timber,Pitbull,66,2012,False,0.589,0.966,11,-4.106,1,0.0972,0.03,0.0,0.147,0.802,129.983,204200,4
113,Eyes Wide Shut,Alex Parker,21,2023,False,0.665,0.919,8,-4.449,1,0.0394,0.0078,8.91e-06,0.0822,0.622,139.959,130286,4
114,Look What You Made Me Do,Taylor Swift,0,2017,False,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853,4
115,Too Good At Goodbyes,Sam Smith,85,2017,False,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,201000,4
116,Barbie Girl,Aqua,0,1997,False,0.81,0.956,1,-5.753,0,0.0367,0.0167,0.281,0.35,0.961,129.996,197907,4
117,On My Mind,Carine,36,2023,False,0.665,0.805,9,-6.151,0,0.0451,0.144,0.000363,0.259,0.648,126.033,167536,4
118,Feather,Sabrina Carpenter,91,2023,True,0.787,0.686,6,-4.37,0,0.0339,0.0893,0.0,0.0927,0.836,123.51,185553,4
119,Let Me Love You,DJ Snake,2,2016,False,0.476,0.718,8,-5.309,1,0.0576,0.0784,1.02e-05,0.122,0.142,199.864,205947,4
120,Problem,Ariana Grande,0,2014,False,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.009,193920,4
121,Hips Don't Lie (feat. Wyclef Jean),Shakira,47,2011,False,0.771,0.759,10,-8.085,0,0.0821,0.324,0.0,0.428,0.774,100.028,218293,4
122,California Dreamin' - Radio Edit,Glitter Dream,58,2024,False,0.805,0.758,7,-4.47,0,0.0424,0.0839,0.00404,0.0683,0.739,121.04,127965,4
123,When I Was Your Man,Bruno Mars,88,2012,False,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,213827,4
124,Unholy (feat. Kim Petras),Sam Smith,46,2022,False,0.716,0.472,2,-7.38,1,0.0691,0.0126,1.36e-06,0.273,0.244,131.1,156943,4
125,7 rings,Ariana Grande,0,2019,True,0.725,0.321,1,-10.744,0,0.323,0.578,0.0,0.0884,0.319,70.142,178640,4
126,Zilevo,Edward Maya,50,2024,False,0.618,0.884,6,-6.778,1,0.0839,0.0403,0.0367,0.146,0.583,125.938,160000,4
127,I Want It That Way,Backstreet Boys,68,2001,False,0.689,0.702,6,-5.642,0,0.0261,0.216,0.0,0.159,0.484,99.031,213600,4
128,Photograph,Ed Sheeran,85,2014,False,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4
129,Remember Home,ELYAZ,0,2021,False,0.537,0.944,2,-6.229,1,0.0305,0.0158,0.00544,0.216,0.772,154.966,189290,4
130,Girls Just Want to Have Fun,Cyndi Lauper,85,1983,False,0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,238267,4
131,Escapism.,RAYE,7,2022,True,0.538,0.742,2,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,96.107,272373,4
132,Bon appétit,Katy Perry,0,2017,False,0.797,0.792,6,-5.758,1,0.0607,0.111,7.88e-05,0.24,0.54,106.038,227822,4
133,Zilevo,toka,30,2023,False,0.762,0.608,9,-5.077,0,0.0421,0.451,1.09e-06,0.0947,0.717,126.047,163837,4
134,Elastic Heart,Sia,78,2014,False,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,257200,4
135,Can't Remember to Forget You,Shakira,0,2014,False,0.697,0.813,11,-3.399,0,0.0679,0.132,0.0,0.129,0.811,137.976,207133,4
136,Rain Over Me (feat. Marc Anthony),Pitbull,73,2011,False,0.61,0.906,0,-2.117,1,0.0648,0.00416,0.0,0.758,0.294,127.916,231573,4
137,Sometimes,Jealous Friend,3,2023,False,0.765,0.701,3,-4.416,1,0.0364,0.578,0.000116,0.288,0.827,100.006,147461,4
138,Hold My Hand,Lady Gaga,72,2022,False,0.519,0.617,7,-4.287,1,0.0313,0.0387,0.0,0.401,0.222,147.708,225300,3
139,Poker Face,Lady Gaga,83,2008,False,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200,4
140,Symphony (feat. Zara Larsson),Clean Bandit,75,2017,False,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,212459,4
141,Physical,Erik Frank,0,2023,False,0.802,0.63,11,-4.846,0,0.0539,0.053,6.43e-05,0.0948,0.71,121.033,139339,4
142,bad guy,Billie Eilish,32,2021,False,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4
143,"Happy - From ""Despicable Me 2""",Pharrell Williams,82,2014,False,0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,232720,4
144,Boy's a liar Pt. 2,PinkPantheress,75,2023,True,0.696,0.809,5,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962,131013,4
145,Lowkey Loving You,Erik Frank,0,2023,False,0.742,0.749,5,-4.011,0,0.0407,0.175,0.000137,0.444,0.604,119.979,173875,4
146,There's Nothing Holdin' Me Back,Shawn Mendes,0,2017,False,0.857,0.8,2,-4.035,1,0.0583,0.381,0.0,0.0913,0.966,121.996,199440,4
147,No Lie,Sean Paul,4,2016,False,0.741,0.891,7,-2.824,1,0.119,0.0437,0.0,0.256,0.449,102.002,221176,4
148,La La La,Naughty Boy,74,2013,False,0.772,0.65,6,-5.202,0,0.0306,0.107,1.13e-06,0.0905,0.262,125.083,222200,4
149,Boogie,Jealous Friend,0,2023,False,0.688,0.625,0,-7.509,0,0.0402,0.476,0.0,0.143,0.766,124.997,166560,4
150,Sign of the Times,Harry Styles,85,2017,False,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,340707,4
151,Cupid - Twin Ver.,FIFTY FIFTY,0,2023,False,0.782,0.587,11,-8.3,0,0.0324,0.428,1.85e-06,0.337,0.76,120.041,174253,4
152,Hot N Cold,Katy Perry,78,2008,False,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,220227,4
153,Lolita,Carine,18,2023,False,0.625,0.67,11,-5.402,0,0.0253,0.607,0.0,0.107,0.613,102.147,165000,4
154,Mirrors,Justin Timberlake,82,2013,False,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,484147,4
155,PILLOWTALK,ZAYN,62,2016,True,0.588,0.702,11,-4.271,1,0.0496,0.104,0.0,0.089,0.429,124.909,203686,4
156,Stay With Me,Sam Smith,85,2014,False,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724,4
157,Call 911,Carine,18,2023,False,0.804,0.829,11,-3.969,1,0.0443,0.0409,8.58e-05,0.417,0.848,115.057,164886,4
158,Left and Right (Feat. Jung Kook of BTS),Charlie Puth,75,2022,False,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,154487,4
159,Wrecking Ball,Miley Cyrus,83,2013,False,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,221360,4
160,The Scientist,Coldplay,41,2021,False,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600,4
161,Natural Disaster,Jealous Friend,39,2023,False,0.788,0.627,0,-6.528,1,0.0462,0.242,0.0,0.29,0.574,121.796,152863,4
162,no tears left to cry,Ariana Grande,78,2018,False,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,205920,4
163,Grenade,Bruno Mars,82,2010,False,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,222091,4
164,Tattoo,Loreen,84,2023,False,0.545,0.779,3,-6.235,0,0.0751,0.243,1.66e-06,0.123,0.303,150.002,183375,4
165,Do You Have a Problem,Edine,17,2023,True,0.724,0.696,3,-6.004,0,0.0536,0.132,0.00017,0.214,0.508,118.044,143898,4
166,Happier,Marshmello,24,2018,False,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,214290,4
167,Never Say Never,Justin Bieber,75,2011,False,0.739,0.807,0,-5.063,1,0.0652,0.0181,0.0,0.295,0.632,97.048,227853,4
168,FRIENDS,Marshmello,78,2018,True,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,202621,4
169,TEQUILA,PANDIT,47,2023,False,0.878,0.773,1,-4.602,0,0.193,0.0521,0.634,0.0717,0.708,128.014,120000,4
170,Stay,Rihanna,76,2012,False,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,240707,4
171,In the Stars,Benson Boone,35,2022,False,0.362,0.54,10,-6.031,1,0.0528,0.338,0.0,0.139,0.3,78.007,216410,3
172,Give Me Everything (feat. Nayer),Pitbull,87,2011,False,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,252307,4
173,Closer to the Edge,PANDIT,40,2023,False,0.755,0.562,1,-7.336,1,0.299,0.182,0.000232,0.166,0.298,126.873,158976,4
174,We Found Love,Rihanna,0,2012,False,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,215227,4
175,One More Night,Maroon 5,80,2012,False,0.716,0.821,5,-3.435,0,0.0314,0.0558,0.0,0.0844,0.618,92.997,219547,4
176,They Don't Care About Us - Immortal Version,Michael Jackson,45,2011,False,0.75,0.936,2,-5.568,0,0.265,0.0802,1.26e-05,0.401,0.523,90.011,217253,4
177,Paparazzi,Edward Maya,23,2023,False,0.703,0.917,6,-5.01,0,0.0931,0.158,0.0,0.412,0.673,124.091,154839,4
178,Glimpse of Us,Joji,40,2022,False,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,233456,3
179,Locked out of Heaven,Bruno Mars,90,2012,False,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,233478,4
180,Into You,Ariana Grande,5,2016,False,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,244453,4
181,Glad You Came,The Wanted,4,2011,False,0.698,0.844,7,-4.549,0,0.067,0.0577,1.69e-05,0.105,0.446,126.937,198467,4
182,Who Knew - Edit,P!nk,3,2010,False,0.689,0.737,9,-4.516,1,0.0268,0.00482,0.0,0.0777,0.47,140.0,207893,4
183,My House,Flo Rida,80,2015,False,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,192191,4
184,Hot N Cold,Katy Perry,34,2008,False,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,220227,4
185,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,82,2021,True,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,4
186,Wildest Dreams (Taylor's Version),Taylor Swift,81,2023,False,0.581,0.672,8,-7.415,1,0.0739,0.0411,9.35e-05,0.118,0.514,140.061,220433,4
187,Love Song,Sara Bareilles,75,2007,False,0.583,0.786,2,-3.142,0,0.0301,0.0208,0.0,0.188,0.573,123.055,258827,4
