Track Name,artists,popularity,release_year,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
Whatever You Like,T.I.,74,2008,True,0.68,0.687,9,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053,249533,4,2
Break Ya Neck,Busta Rhymes,0,2001,True,0.82,0.809,4,-6.759,0,0.251,0.443,0.00175,0.0613,0.737,83.011,231240,4,2
Slippin',DMX,0,2021,False,0.438,0.718,1,-4.748,1,0.419,0.0374,0.0,0.949,0.589,178.497,305093,4,2
Country Grammar (Hot Shit),Nelly,70,2000,True,0.865,0.664,2,-6.822,1,0.108,0.00689,0.0,0.142,0.565,162.831,287000,4,2
Blow the Whistle,Too $hort,66,2006,True,0.907,0.625,1,-5.557,1,0.198,0.0042,0.0,0.151,0.605,99.918,163133,4,2
Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,68,2005,True,0.904,0.813,4,-7.105,0,0.121,0.0311,0.00697,0.0471,0.81,125.461,226864,4,2
Put On,Jeezy,0,2008,True,0.653,0.77,9,-6.091,0,0.0353,0.00342,0.0,0.0887,0.272,137.616,321293,4,0
Ghetto Gospel,2Pac,0,2004,True,0.794,0.614,5,-5.352,0,0.0467,0.0964,0.0,0.0789,0.663,80.569,237633,4,2
"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",The Notorious B.I.G.,69,2005,True,0.833,0.628,2,-7.041,1,0.141,0.0949,1.6e-06,0.282,0.645,106.328,286187,4,2
Like You (feat. Ciara),Bow Wow,68,2005,False,0.714,0.6,6,-8.365,1,0.0876,0.0465,0.0,0.0646,0.504,82.017,205840,4,5
Just Lose It,Eminem,0,2004,True,0.94,0.633,8,-3.56,1,0.0467,0.0581,4.04e-05,0.281,0.962,121.003,248680,4,2
How's It Goin' Down,DMX,0,2010,True,0.912,0.664,6,-7.729,1,0.287,0.455,0.00123,0.133,0.848,90.466,244760,4,2
Still Fly,Big Tymers,0,2002,True,0.675,0.607,11,-3.538,1,0.161,0.0302,8.67e-06,0.339,0.56,177.928,335613,4,2
What These Bitches Want,DMX,0,2021,True,0.638,0.901,1,-3.772,1,0.309,0.137,0.0,0.127,0.708,167.447,253240,4,2
My Life,The Game,0,2008,True,0.673,0.766,11,-5.018,1,0.349,0.0724,0.0,0.0563,0.382,148.113,320893,4,0
Cyclone (feat. T-Pain),Baby Bash,53,2007,False,0.647,0.715,11,-5.613,1,0.043,0.0149,0.0,0.141,0.561,77.97,237680,4,5
Stay Fly,Three 6 Mafia,69,2005,True,0.789,0.881,11,-5.758,1,0.0331,0.109,0.0,0.355,0.647,133.299,236600,4,6
Can't Be Touched (feat. Mr. Magic & Trouble),Roy Jones Jr.,75,2004,True,0.642,0.777,4,-4.809,0,0.094,0.00323,0.0,0.227,0.413,96.986,214400,4,6
Air Force Ones,Nelly,23,2002,True,0.788,0.462,4,-9.84,0,0.31,0.0845,0.0,0.0826,0.643,164.004,304000,4,2
What U Gon' Do (feat. Lil Scrappy),Lil Jon & The East Side Boyz,36,2004,False,0.829,0.673,11,-6.821,1,0.246,0.000123,9.04e-06,0.147,0.541,75.057,320173,4,0
"Wipe Me Down (feat. Foxx, Webbie & Lil Boosie) - Remix",Boosie Badazz,25,2007,True,0.836,0.906,1,-2.902,1,0.279,0.000426,0.0,0.227,0.718,165.091,272347,4,0
Breathin,2Pac,59,2001,True,0.875,0.723,6,-5.439,0,0.3,0.0181,0.0,0.327,0.62,82.967,244933,4,2
Song Cry,JAY-Z,28,2009,True,0.64,0.817,7,-5.248,0,0.155,0.195,0.0,0.309,0.487,85.497,302147,4,2
Until The End Of Time,2Pac,0,2001,True,0.754,0.709,8,-6.65,1,0.202,0.0256,0.0,0.208,0.403,96.985,266907,4,2
Duffle Bag Boy,Playaz Circle,57,2007,True,0.613,0.835,3,-4.051,0,0.177,0.106,0.0,0.14,0.684,143.876,258273,4,2
Body On Me,Ashanti,67,2008,False,0.66,0.623,7,-7.321,0,0.152,0.0851,0.0,0.0841,0.736,179.986,200720,4,5
I Need a Girl (Pt. 1) [feat. Usher & Loon],Diddy,66,2005,False,0.66,0.707,6,-5.758,1,0.208,0.397,0.0,0.211,0.761,89.279,268800,4,2
I'm Supposed To Die Tonight,50 Cent,60,2005,True,0.675,0.72,7,-3.929,1,0.31,0.00307,0.000259,0.0852,0.323,78.901,231027,4,2
Slow Motion,JUVENILE,66,2003,True,0.713,0.734,0,-4.894,0,0.325,0.548,0.0,0.0687,0.89,172.872,248200,4,2
Don't Phunk With My Heart,Black Eyed Peas,28,2008,False,0.684,0.875,5,-5.504,0,0.0563,0.00885,0.0,0.313,0.61,130.881,241373,4,0
All Falls Down,Kanye West,84,2004,True,0.657,0.734,8,-4.832,0,0.484,0.149,0.0,0.139,0.434,91.03,223507,4,2
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,75,1997,True,0.845,0.884,6,-4.506,0,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,257400,4,6
Sky's the Limit (feat. 112) - 2014 Remaster,The Notorious B.I.G.,62,1997,True,0.637,0.66,0,-4.792,1,0.162,0.217,0.0,0.09,0.503,90.876,329427,4,2
Get Ur Freak On,Missy Elliott,70,2001,True,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,211120,4,2
"Wanksta - From ""8 Mile"" Soundtrack",50 Cent,0,2003,True,0.801,0.868,1,-3.53,1,0.147,0.0225,0.0,0.129,0.905,81.0,219400,4,2
Hotel (feat. R.Kelly),Cassidy,49,2004,False,0.676,0.652,0,-6.846,1,0.204,0.103,0.0,0.113,0.416,91.231,247040,4,2
Roses,Outkast,72,2003,True,0.751,0.708,0,-5.653,1,0.0545,0.0482,1.85e-05,0.107,0.509,108.97,369573,4,2
U and Dat (feat. T. Pain & Kandi Girl),E-40,65,2006,True,0.858,0.484,6,-7.448,0,0.277,0.0241,1.8e-06,0.123,0.329,99.992,202720,4,2
Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat),Three 6 Mafia,60,2000,True,0.944,0.84,11,-4.141,1,0.108,0.00922,0.0,0.0921,0.89,136.019,261973,4,2
Bottoms Up (feat. Nicki Minaj),Trey Songz,73,2010,True,0.844,0.601,1,-5.283,1,0.157,0.0205,0.0,0.385,0.331,73.989,242013,4,0
Damn! (feat. Lil' Jon) - Club Mix,Youngbloodz,58,2003,True,0.772,0.724,6,-5.799,0,0.307,0.0149,0.0,0.355,0.518,84.038,298600,4,2
Same Girl (with Usher),R. Kelly,62,2007,True,0.717,0.583,1,-5.008,1,0.146,0.506,0.0,0.0821,0.816,139.76,252933,4,2
The Way You Move (feat. Sleepy Brown),Outkast,70,2003,True,0.871,0.597,5,-4.932,0,0.0464,0.126,0.000113,0.0638,0.635,125.999,234000,4,2
We Made You,Eminem,63,2009,False,0.924,0.853,2,-1.203,1,0.0792,0.107,1.45e-06,0.129,0.67,114.003,269613,4,2
Go DJ,Lil Wayne,62,2004,True,0.736,0.792,6,-3.137,1,0.146,0.0617,0.0,0.223,0.699,157.955,281827,4,0
Stuntin' Like My Daddy,Birdman,29,2008,True,0.713,0.877,1,-6.65,1,0.0399,0.0101,0.0,0.0957,0.818,159.997,269200,4,6
What's Your Fantasy (Featuring Shawna),Ludacris,66,2000,True,0.915,0.79,6,-3.186,0,0.207,0.16,0.0,0.112,0.967,140.095,275907,4,2
Danger (Been So Long) (feat. Nivea),Mystikal,56,2000,True,0.92,0.861,7,-5.435,1,0.218,0.211,2.59e-05,0.0288,0.718,97.969,211400,4,2
Run This Town,JAY-Z,80,2009,True,0.632,0.924,1,-1.802,1,0.29,0.281,0.0,0.263,0.441,86.844,267520,4,2
Get It On The Floor,DMX,47,2003,True,0.817,0.802,1,-3.058,1,0.139,0.16,0.0,0.116,0.581,94.209,262133,4,0
Excuse Me Miss,JAY-Z,30,2009,True,0.679,0.943,1,-1.682,1,0.293,0.0269,0.0,0.255,0.863,92.906,279800,4,2
Who's That Girl?,Eve,68,2001,True,0.77,0.86,6,-3.702,1,0.19,0.0159,0.000713,0.0682,0.547,96.428,281907,4,0
My Name Is,Eminem,77,1999,True,0.869,0.68,1,-6.233,1,0.318,0.0416,1.12e-06,0.0914,0.815,85.519,268400,4,2
Killing Me Softly With His Song,Fugees,81,1996,True,0.765,0.29,4,-17.117,0,0.139,0.0279,0.0,0.571,0.506,92.409,298773,4,2
Gangsta's Paradise,Coolio,86,1995,False,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.386,79.975,240693,4,2
Jump Around - 30 Years Remaster,House Of Pain,77,2022,True,0.811,0.823,4,-5.921,0,0.0423,0.0553,4.52e-06,0.158,0.827,106.929,218547,4,6
California Love - Original Version,2Pac,81,1998,True,0.763,0.85,7,-3.052,1,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,284907,4,2
I Wish - Radio Edit,Skee-Lo,66,1995,False,0.715,0.738,7,-10.139,1,0.157,0.00826,0.0,0.26,0.573,97.877,252307,4,5
Intergalactic - Remastered 2009,Beastie Boys,70,1998,False,0.734,0.864,2,-6.119,1,0.303,0.022,9.85e-06,0.246,0.47,105.932,231493,4,0
Insane in the Brain,Cypress Hill,74,1993,True,0.897,0.611,11,-10.489,1,0.211,0.0291,0.186,0.0894,0.769,102.304,208267,4,2
It Was A Good Day,Ice Cube,82,1992,True,0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,260000,4,2
Hypnotize - 2014 Remaster,The Notorious B.I.G.,82,1997,True,0.901,0.697,9,-3.439,1,0.28,0.145,0.0,0.287,0.67,93.941,229827,4,2
The Next Episode,Dr. Dre,82,1999,True,0.922,0.909,10,-2.429,0,0.27,0.0281,0.0,0.0856,0.309,95.295,161507,4,0
Miami,Will Smith,61,1997,False,0.879,0.538,1,-6.144,1,0.112,0.0323,8.6e-06,0.046,0.896,108.155,197560,4,2
Shoop,Salt-N-Pepa,72,1993,False,0.939,0.675,0,-7.232,1,0.211,0.0915,0.0,0.0565,0.795,96.918,248573,4,2
I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,Diddy,70,1997,False,0.833,0.619,7,-5.595,1,0.0538,0.111,2.13e-05,0.159,0.901,109.92,306560,4,2
Can I Kick It?,A Tribe Called Quest,72,1990,False,0.848,0.666,0,-6.547,1,0.274,0.173,0.000699,0.129,0.744,96.662,251573,4,2
Big Poppa - 2005 Remaster,The Notorious B.I.G.,62,2004,True,0.73,0.608,9,-6.417,0,0.295,0.301,0.0,0.207,0.753,84.555,249840,4,2
Still D.R.E.,Dr. Dre,83,1999,True,0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,270587,4,2
Jump,Kris Kross,69,1992,False,0.749,0.745,2,-10.625,1,0.164,0.000501,0.00403,0.333,0.481,101.972,195107,4,5
Doo Wop (That Thing),Ms. Lauryn Hill,79,1998,False,0.535,0.505,2,-8.926,0,0.245,0.0393,0.0,0.0923,0.495,99.935,320267,4,2
You Know How We Do It,Ice Cube,79,1993,True,0.747,0.52,10,-10.523,0,0.0357,0.0977,0.0537,0.142,0.601,92.869,232773,4,2
Ready or Not,Fugees,74,1996,True,0.607,0.422,10,-13.364,0,0.499,0.209,0.0,0.0839,0.563,130.47,226987,3,2
"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",Wu-Tang Clan,75,1993,True,0.479,0.549,11,-10.551,0,0.373,0.57,0.0235,0.127,0.576,180.985,252187,4,2
Who Am I (What’s My Name)?,Snoop Dogg,72,1993,True,0.734,0.735,7,-6.201,1,0.065,0.000813,3.25e-05,0.559,0.729,96.806,246200,4,2
Hits from the Bong,Cypress Hill,55,2014,True,0.799,0.756,1,-7.752,1,0.187,0.0061,0.648,0.172,0.498,92.183,161440,4,0
Keep Ya Head Up,2Pac,70,1993,True,0.598,0.732,4,-7.013,1,0.425,0.144,0.0,0.508,0.595,172.329,262507,4,2
Hard Knock Life (Ghetto Anthem),JAY-Z,69,1998,True,0.884,0.679,10,-5.857,0,0.282,0.0957,0.00209,0.0289,0.591,76.993,238467,4,2
Regulate,Warren G,75,1994,True,0.849,0.521,11,-12.999,0,0.216,0.304,1.65e-06,0.115,0.763,95.265,248867,4,2
Juicy - 2005 Remaster,The Notorious B.I.G.,75,1994,True,0.889,0.818,9,-4.639,1,0.253,0.47,0.0,0.179,0.782,96.063,302760,4,2
Check Yo Self - Remix,Ice Cube,71,1994,True,0.934,0.735,1,-6.668,1,0.251,0.031,8.6e-06,0.107,0.768,101.368,273107,4,2
Sound of da Police,KRS-One,64,1993,False,0.794,0.95,1,-8.78,1,0.294,0.124,7.71e-05,0.133,0.324,94.984,258507,4,0
"Nuthin' But A ""G"" Thang",Dr. Dre,78,1992,True,0.669,0.821,11,-4.37,0,0.29,0.00182,0.0,0.147,0.684,94.895,237573,4,2
Guilty Conscience,Eminem,65,1999,True,0.66,0.789,7,-5.143,1,0.364,0.0527,0.0,0.341,0.513,182.218,199333,4,2
Gin and Juice,Snoop Dogg,75,1993,True,0.603,0.762,4,-7.744,0,0.285,0.0953,1.53e-05,0.478,0.379,94.726,211867,4,2
I Got 5 On It,Luniz,76,1995,False,0.6,0.706,10,-7.899,0,0.361,0.209,0.0,0.125,0.58,173.926,253533,4,2
Got Your Money (feat. Kelis),Ol' Dirty Bastard,68,1999,True,0.934,0.459,1,-7.654,1,0.189,0.0516,0.0,0.222,0.697,103.04,239547,4,2
N.Y. State of Mind,Nas,74,1994,True,0.665,0.91,6,-4.682,0,0.223,0.0394,0.0,0.227,0.887,84.099,293973,4,2
Passin' Me By,The Pharcyde,70,1992,False,0.759,0.756,4,-8.145,0,0.266,0.0903,2.36e-06,0.265,0.613,87.059,303493,4,2
Keep Their Heads Ringin',Dr. Dre,68,1995,True,0.671,0.737,0,-5.131,1,0.108,0.0338,0.00344,0.0596,0.197,90.519,310227,4,2
Thuggish Ruggish Bone,Bone Thugs-N-Harmony,74,1994,True,0.683,0.74,11,-6.041,0,0.0462,0.00228,0.0,0.238,0.65,129.515,281773,4,6
93 'Til Infinity,Souls Of Mischief,71,1993,False,0.59,0.672,1,-11.792,1,0.412,0.125,1.04e-06,0.147,0.688,206.247,286440,4,2
Dear Mama,2Pac,71,1995,True,0.773,0.54,6,-7.123,1,0.103,0.371,0.0,0.131,0.322,84.115,280000,4,2
Hip Hop Hooray,Naughty By Nature,68,1993,False,0.862,0.642,6,-13.652,0,0.101,0.102,0.0,0.272,0.765,99.2,267267,4,5
"Shook Ones, Pt. II",Mobb Deep,77,1995,True,0.763,0.786,10,-6.472,0,0.229,0.0146,0.0114,0.0817,0.504,93.857,325507,4,0
Still Not a Player (feat. Joe) - Radio Version,Big Pun,71,1998,False,0.9,0.619,4,-6.518,0,0.312,0.203,0.00156,0.0647,0.864,94.121,236800,4,2
If I Ruled the World (Imagine That) (feat. Lauryn Hill),Nas,71,1996,True,0.879,0.564,10,-7.682,0,0.247,0.0474,9.43e-06,0.0519,0.523,93.908,282373,4,2
So What'Cha Want,Beastie Boys,61,1999,True,0.695,0.978,5,-3.556,0,0.274,0.0764,3.12e-05,0.069,0.706,171.093,217067,4,0
Shimmy Shimmy Ya,Ol' Dirty Bastard,68,1995,True,0.814,0.481,0,-5.183,1,0.245,0.097,3.83e-05,0.0495,0.193,96.252,161400,4,0
Ambitionz Az A Ridah,2Pac,78,1996,True,0.801,0.91,2,-6.566,1,0.225,0.00239,0.000891,0.0737,0.805,87.277,278387,4,2
Fu-Gee-La,Fugees,68,1996,True,0.681,0.505,1,-11.709,1,0.138,0.137,0.0,0.234,0.399,89.953,260067,4,2
Runnin',The Pharcyde,67,1995,True,0.754,0.785,10,-8.178,0,0.18,0.0287,0.00144,0.319,0.821,94.123,296267,4,2
Tha Crossroads,Bone Thugs-N-Harmony,69,1995,True,0.679,0.509,4,-7.31,1,0.0617,0.0856,0.0,0.438,0.534,144.29,223547,4,2
Rosa Parks,Outkast,67,1998,True,0.792,0.701,6,-7.198,0,0.283,0.105,0.0,0.761,0.251,103.89,324373,4,0
Real Muthaphuckkin G's,Eazy-E,67,1993,True,0.735,0.797,11,-4.611,0,0.285,0.0174,0.0,0.62,0.731,170.444,332627,4,2
"Wu-Tang Clan Ain't Nuthing ta F' Wit (feat. RZA, Inspectah Deck & Method Man)",Wu-Tang Clan,66,1993,True,0.826,0.566,10,-10.747,0,0.311,0.199,0.0,0.356,0.655,99.131,216133,4,2
All Eyez On Me (ft. Big Syke),2Pac,79,1996,True,0.872,0.723,1,-5.968,1,0.247,0.0293,0.0,0.327,0.843,93.279,307773,4,2
N 2 Gether Now,Limp Bizkit,65,1999,True,0.752,0.753,6,-7.721,0,0.357,0.114,0.0,0.317,0.604,102.549,289867,4,2
Electric Relaxation,A Tribe Called Quest,69,1999,False,0.866,0.534,11,-9.201,1,0.229,0.184,0.266,0.0929,0.841,98.243,226133,4,2
Simon Says,Pharoahe Monch,67,2019,True,0.622,0.913,1,-3.701,1,0.462,0.141,2.71e-05,0.12,0.546,92.222,173373,4,2
ATLiens,Outkast,70,1996,True,0.918,0.734,11,-2.832,0,0.269,0.0296,8.01e-06,0.191,0.608,97.044,230693,4,0
You Got Me,The Roots,69,1999,True,0.729,0.442,11,-8.106,0,0.285,0.151,0.0,0.189,0.757,81.029,259307,4,2
Big Pimpin',JAY-Z,71,1999,True,0.88,0.814,11,-6.307,0,0.14,0.168,0.00672,0.0584,0.942,138.083,283067,4,2
1st of Tha Month,Bone Thugs-N-Harmony,68,1995,True,0.729,0.581,5,-8.235,0,0.18,0.0777,3.81e-06,0.696,0.508,74.038,314680,4,2
Ms. Fat Booty,Mos Def,70,1999,True,0.782,0.589,1,-4.827,1,0.189,0.148,0.0,0.164,0.869,90.438,223547,4,6
"Protect Ya Neck (feat. RZA, Method Man, Inspectah Deck, Raekwon, U-God, Ol' Dirty Bastard, Ghostface Killah & GZA)",Wu-Tang Clan,67,1993,True,0.817,0.552,8,-10.8,0,0.385,0.0318,7.01e-06,0.826,0.808,102.011,291067,4,2
Get Money,Junior M.A.F.I.A.,57,2021,True,0.736,0.828,11,-5.835,0,0.284,0.477,0.0,0.251,0.899,91.224,274938,4,2
O.P.P,Naughty By Nature,64,1991,False,0.848,0.838,4,-11.949,0,0.0721,0.0326,4.89e-06,0.124,0.787,97.736,271067,4,5
Check the Rhime,A Tribe Called Quest,66,1991,False,0.881,0.361,11,-14.728,0,0.237,0.0502,0.00458,0.246,0.799,96.43,216693,4,2
Ruff Ryders' Anthem,DMX,73,1998,True,0.88,0.577,10,-8.093,0,0.302,0.0564,1.02e-06,0.201,0.74,90.991,214440,4,2
Summertime,DJ Jazzy Jeff & The Fresh Prince,63,1991,False,0.677,0.539,7,-14.439,1,0.063,0.0455,1.84e-06,0.845,0.469,95.116,270973,4,2
Hail Mary,Makaveli,70,1996,True,0.696,0.636,10,-6.915,0,0.335,0.158,1.28e-05,0.338,0.358,81.593,309800,4,2
Survival of the Fittest,Mobb Deep,71,1995,True,0.813,0.703,11,-5.077,0,0.268,0.125,1.26e-06,0.237,0.241,94.828,224533,4,0
Twinz (feat. Fat Joe),Big Pun,68,1998,True,0.633,0.764,0,-7.212,1,0.323,0.32,3.4e-06,0.234,0.522,94.971,228173,4,2
Back That Azz Up,JUVENILE,56,2004,True,0.752,0.82,2,-3.35,0,0.257,0.0339,0.0,0.0998,0.528,191.685,265560,4,0
How I Could Just Kill a Man,Cypress Hill,63,1991,True,0.769,0.675,6,-13.326,1,0.0724,0.000722,0.000149,0.0904,0.803,101.884,252240,4,6
Work,Gang Starr,68,1998,True,0.787,0.832,10,-4.671,1,0.301,0.0347,0.0,0.0593,0.814,92.606,177667,4,2
Award Tour (feat. Trugoy The Dove),A Tribe Called Quest,65,1993,True,0.812,0.6,7,-9.414,1,0.254,0.00308,8.38e-06,0.173,0.555,97.338,226440,4,2
He Got Game,Public Enemy,57,1998,True,0.825,0.639,4,-6.607,1,0.185,0.0731,0.0225,0.0612,0.866,97.389,286200,4,2
People Everyday - Metamorphosis Mix,Arrested Development,60,2003,False,0.843,0.508,10,-13.918,1,0.221,0.00852,2.1e-06,0.648,0.704,91.094,298773,4,2
Don't Sweat The Technique,Eric B. & Rakim,61,1992,False,0.737,0.89,4,-8.443,1,0.158,0.00556,0.00171,0.0801,0.809,105.848,262800,4,5
The Humpty Dance,Digital Underground,64,1990,False,0.813,0.693,10,-8.0,0,0.266,0.0343,0.0,0.121,0.618,103.508,391693,4,2
Feel Me Flow,Naughty By Nature,66,1995,True,0.817,0.817,8,-4.911,0,0.135,0.098,1.61e-06,0.0798,0.854,90.194,212760,4,2
They Reminisce Over You (T.R.O.Y.),Pete Rock & C.L. Smooth,62,1992,False,0.761,0.683,2,-10.889,1,0.164,0.141,0.0,0.342,0.671,101.787,286693,4,5
Rebirth Of Slick (Cool Like Dat),Digable Planets,63,1993,False,0.884,0.334,1,-18.943,0,0.228,0.0476,0.0588,0.107,0.571,98.315,261267,4,2
This D.J.,Warren G,67,1994,True,0.804,0.443,6,-10.268,0,0.134,0.0312,0.0225,0.112,0.58,92.035,203027,4,2
Full Clip,Gang Starr,67,1999,True,0.875,0.745,1,-5.878,1,0.269,0.0227,2.37e-06,0.287,0.749,95.201,217440,4,2
Who Shot Ya? - 2005 Remaster,The Notorious B.I.G.,66,1994,True,0.831,0.682,7,-5.697,1,0.238,0.256,0.0,0.494,0.6,91.771,319360,4,2
Just Don't Give A Fuck,Eminem,61,1999,True,0.539,0.931,4,-1.803,0,0.262,0.000713,0.0,0.204,0.685,85.571,242573,4,2
Mistadobalina,Del The Funky Homosapien,53,2004,False,0.85,0.797,10,-7.429,0,0.136,0.0964,8.38e-06,0.34,0.63,99.615,260307,4,0
Damn It Feels Good to Be a Gangsta,Geto Boys,59,1992,True,0.785,0.793,1,-7.915,1,0.163,0.22,0.718,0.124,0.655,88.902,310600,4,0
Slam,Onyx,62,1993,True,0.876,0.71,11,-12.908,1,0.347,0.0654,0.00312,0.918,0.724,98.305,218333,4,2
Da Rockwilder,Method Man,70,1999,True,0.612,0.659,6,-6.995,0,0.406,0.0137,0.0,0.417,0.393,99.137,136093,4,2
Nas Is Like,Nas,67,1999,True,0.634,0.845,11,-5.058,0,0.352,0.00602,5.29e-06,0.0598,0.929,94.0,237027,4,2
Hip-Hop,Dead Prez,61,2000,True,0.725,0.737,4,-7.453,1,0.324,0.000633,0.00417,0.109,0.219,77.162,214067,4,0
"Triumph (feat. Ol' Dirty Bastard, Inspectah Deck, Method Man, Cappadonna, U-God, RZA, GZA, Masta Killa, Ghostface Killah & Raekwon)",Wu-Tang Clan,64,1997,True,0.739,0.639,2,-6.959,1,0.358,0.000918,2.74e-05,0.352,0.323,91.121,338187,4,2
The Truth,Handsome Boy Modeling School,63,1999,False,0.703,0.393,2,-10.88,1,0.0455,0.6,6.09e-06,0.113,0.478,79.653,337200,4,2
Gangsta Nation,Westside Connection,66,2003,True,0.843,0.7,9,-3.249,0,0.26,0.127,0.0,0.876,0.675,95.05,293053,4,2
Grown Man Sport,Pete Rock,62,2017,True,0.802,0.757,7,-8.01,1,0.316,0.476,1.28e-05,0.163,0.605,88.031,276373,4,2
Glock In My Lap,21 Savage,84,2020,True,0.847,0.733,10,-6.439,0,0.16,0.00574,1.04e-05,0.151,0.202,130.029,193591,4,0
Goodbyes (feat. Young Thug),Post Malone,79,2019,True,0.548,0.653,5,-3.875,1,0.081,0.456,0.0,0.103,0.163,150.068,174853,4,2
Like That,Future,96,2024,True,0.814,0.676,11,-4.67,0,0.231,0.00709,1.28e-05,0.119,0.312,162.012,267707,4,0
Ni**as In Paris,JAY-Z,84,2011,True,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022,219333,4,2
Mockingbird,Eminem,88,2004,True,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,250760,4,2
WHATS POPPIN,Jack Harlow,78,2020,True,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,139741,4,2
Just Wanna Rock,Lil Uzi Vert,76,2023,True,0.485,0.545,11,-7.924,1,0.0336,0.0651,0.00547,0.0642,0.0385,150.185,123891,4,4
Mask Off,Future,83,2017,True,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,4,2
Congratulations,Post Malone,83,2016,True,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,220293,4,6
Godzilla (feat. Juice WRLD),Eminem,85,2020,True,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,210800,4,2
Swimming Pools (Drank),Kendrick Lamar,82,2012,True,0.577,0.447,8,-5.892,1,0.277,0.00627,0.00022,0.0899,0.189,74.236,247800,4,2
After Party,Don Toliver,78,2020,True,0.629,0.692,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.948,167916,4,0
Better Now,Post Malone,82,2018,True,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,231267,4,2
Money Trees,Kendrick Lamar,81,2012,True,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,386907,4,2
Lucid Dreams,Juice WRLD,85,2018,True,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,239836,4,2
Watch This - ARIZONATEARS Pluggnb Remix,Lil Uzi Vert,80,2023,True,0.686,0.897,11,-7.18,0,0.0386,0.0103,0.103,0.153,0.355,129.975,163139,4,0
Going Bad (feat. Drake),Meek Mill,78,2018,True,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,180522,4,2
Father Stretch My Hands Pt. 1,Kanye West,87,2016,True,0.724,0.573,7,-4.113,1,0.0549,0.118,0.0,0.538,0.438,113.088,135920,4,2
What's The Difference,Dr. Dre,77,1999,True,0.772,0.821,11,-0.14,0,0.25,0.223,0.0,0.148,0.77,91.921,244200,4,2
Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,86,2022,True,0.526,0.606,5,-5.3,0,0.259,0.152,2.36e-06,0.194,0.492,116.622,182667,4,2
All Girls Are The Same,Juice WRLD,85,2018,True,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820,4,0
Sing For The Moment,Eminem,77,2002,True,0.668,0.824,5,-4.164,0,0.137,0.0017,3.05e-06,0.0426,0.185,163.961,339547,4,0
Bound 2,Kanye West,84,2013,True,0.367,0.665,1,-2.821,1,0.0465,0.145,0.0,0.113,0.31,148.913,229147,4,6
THE SCOTTS,THE SCOTTS,75,2020,True,0.716,0.537,0,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.979,165978,4,2
God's Plan,Drake,85,2018,True,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4,2
Lovin On Me,Jack Harlow,93,2023,True,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,138411,4,2
Till I Collapse,Eminem,85,2002,True,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,297787,4,2
Everything I Am,Kanye West,76,2007,True,0.631,0.623,8,-6.969,1,0.265,0.463,1.7e-06,0.151,0.765,80.23,227893,4,2
Day 'N' Nite (Nightmare),Kid Cudi,73,2009,False,0.88,0.443,11,-6.359,0,0.0653,0.462,7.13e-06,0.122,0.803,138.018,221240,4,2
I Need A Doctor,Dr. Dre,70,2011,True,0.594,0.946,3,-4.521,1,0.452,0.0869,0.0,0.306,0.397,155.826,283733,4,2
